Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,,
POL37350059,Auto,363340,1520.17,2022-03-23,2024-10-07,Annually,Active,CUST27713376,,
POL82338857,Property,298220,387.61,2019-06-29,2022-04-04,Annually,Terminated,CUST18520299,,
POL13670918,Property,16919,760.79,2019-12-21,2026-01-17,Quarterly,Lapsed,CUST18243812,,
POL56063267,Auto,372525,1393.22,2021-05-27,2030-12-27,Quarterly,Terminated,CUST14518344,,
POL44368624,Life,294377,348.96,2016-05-29,2021-02-02,Quarterly,Lapsed,CUST38807396,,
POL02047114,Health,86941,551.16,2016-01-30,2019-01-19,Annually,Terminated,CUST44835273,,
POL75081520,Auto,76406,1983.8,2021-02-11,2029-01-02,Quarterly,Terminated,CUST14751083,,
POL45182158,Property,316671,1262.32,2020-12-27,2029-01-08,Monthly,Active,CUST29646268,,
POL50099594,Auto,400900,710.92,2022-01-21,2028-05-14,Monthly,Terminated,CUST01781896,,
POL96765669,Auto,133884,1933,2020-08-06,2022-02-21,Quarterly,Terminated,CUST05460288,,
POL64668667,Property,287243,526.04,2017-04-16,2023-06-24,Quarterly,Lapsed,CUST21599544,,
POL35373090,Property,393650,1965.46,2022-04-26,2030-08-07,Monthly,Lapsed,CUST34161000,,
POL53589425,Property,460796,1525.14,2024-03-16,2030-11-23,Quarterly,Lapsed,CUST24465661,,
POL86998122,Auto,281301,1409.65,2017-09-23,2020-07-10,Quarterly,Active,CUST65020808,,
POL90865512,Health,401017,1554.95,2024-08-08,2032-10-02,Annually,Lapsed,CUST64486961,,
POL72509442,Auto,305537,1555.62,2015-11-11,2023-01-18,Quarterly,Active,CUST89207596,,
POL02314695,Life,81603,930.93,2020-02-19,2022-03-28,Quarterly,Lapsed,CUST40009068,,
POL80250763,Property,374942,616.38,2015-03-13,2016-12-31,Annually,Active,CUST77843488,,
POL60992687,Auto,77732,1301.63,2023-04-25,2025-04-01,Quarterly,Terminated,CUST75725514,,
POL69557850,Auto,30491,1483.41,2018-08-12,2022-01-10,Quarterly,Lapsed,CUST43829622,,
POL19053430,Health,263983,830.92,2016-04-26,2021-12-14,Quarterly,Terminated,CUST90954779,,
POL54750482,Life,140869,357.07,2016-04-29,2022-01-08,Annually,Active,CUST57011741,,
POL21071314,Auto,326207,918.84,2020-09-21,2030-05-16,Quarterly,Terminated,CUST88780782,,
POL35328184,Health,442172,1132.34,2017-05-10,2025-09-20,Quarterly,Terminated,CUST47460421,,
POL54335250,Health,229391,532.46,2015-10-27,2022-08-25,Monthly,Terminated,CUST77255216,,
POL90564475,Property,443738,998.62,2020-05-16,2022-03-24,Annually,Lapsed,CUST55656837,,
POL92223951,Health,467658,688.92,2024-06-25,2031-06-17,Monthly,Lapsed,CUST32157622,,
POL38583909,Life,349847,104.57,2021-10-23,2023-11-11,Monthly,Active,CUST13779414,,
POL70199824,Health,493574,1108.25,2024-07-24,2032-06-10,Annually,Active,CUST83770928,,
POL54562646,Auto,166485,1142.35,2023-09-16,2025-08-06,Monthly,Terminated,CUST76931679,,
POL04500233,Property,369903,1389.38,2015-02-23,2024-04-01,Quarterly,Terminated,CUST32886124,,
POL39602828,Life,143831,1662.18,2022-01-17,2029-03-18,Monthly,Active,CUST23714881,,
POL41295564,Property,113800,1228.33,2015-07-12,2023-07-11,Monthly,Active,CUST07578780,,
POL26280970,Life,471008,1127.76,2016-04-26,2017-11-26,Annually,Lapsed,CUST01173822,,
POL29164247,Life,79837,657.92,2020-07-10,2023-12-02,Monthly,Terminated,CUST06202125,,
POL72582020,Life,208495,857.96,2022-06-24,2027-05-24,Quarterly,Active,CUST53758771,,
POL42881568,Property,257485,1755.83,2016-06-30,2021-06-23,Quarterly,Terminated,CUST67528346,,
POL91869303,Property,50875,644.27,2019-04-11,2023-07-17,Annually,Active,CUST60185623,,
POL28303741,Auto,330208,1188.21,2024-11-25,2029-08-08,Annually,Active,CUST19220123,,
POL77829667,Property,108375,249.05,2015-04-08,2016-04-25,Quarterly,Terminated,CUST57666689,,
POL48994632,Auto,340398,1575.66,2018-11-13,2022-12-09,Quarterly,Lapsed,CUST24275546,,
POL83788113,Auto,124505,1009.53,2016-08-06,2025-02-14,Annually,Active,CUST13480810,,
POL26187162,Auto,78333,465.84,2017-01-19,2026-11-03,Monthly,Lapsed,CUST61594133,,
POL85357404,Property,476993,1530.37,2015-08-23,2018-02-17,Quarterly,Active,CUST50213050,,
POL84091621,Property,260211,115.53,2024-01-04,2030-09-27,Monthly,Lapsed,CUST97389020,,
POL17820094,Health,416339,1465.06,2024-01-22,2025-08-21,Quarterly,Lapsed,CUST37149471,,
POL57053022,Auto,78107,788.64,2015-01-02,2022-10-03,Annually,Terminated,CUST29466976,,
POL43650068,Life,131828,451.46,2019-07-27,2024-04-15,Quarterly,Terminated,CUST41234558,,
POL58297595,Property,444552,414.03,2021-01-25,2025-02-22,Quarterly,Terminated,CUST01241075,,
POL77901468,Auto,216117,1285.18,2020-08-06,2023-12-21,Monthly,Active,CUST27368820,,
POL70096611,Life,136951,1048.12,2022-03-07,2030-02-25,Annually,Lapsed,CUST85015707,,
POL40777572,Auto,266278,1503.92,2024-06-27,2025-12-01,Monthly,Terminated,CUST12138999,,
POL25507617,Auto,470770,729.82,2018-07-28,2023-09-16,Quarterly,Terminated,CUST30592090,,
POL03990592,Health,386542,904.46,2023-05-02,2027-08-30,Quarterly,Lapsed,CUST04637002,,
POL94885800,Life,354560,1395.06,2018-01-14,2027-07-02,Annually,Terminated,CUST86090168,,
POL11319886,Auto,364567,1476.71,2015-06-21,2018-08-09,Annually,Terminated,CUST74253851,,
POL68905887,Property,188112,874.69,2019-12-16,2025-05-07,Monthly,Lapsed,CUST21549816,,
POL71885722,Health,19738,612.88,2019-01-06,2025-04-24,Monthly,Active,CUST39765506,,
POL88263060,Health,123180,981.63,2019-10-23,2021-01-23,Monthly,Active,CUST27326515,,
POL62759282,Property,466384,1169.5,2022-05-28,2027-02-23,Monthly,Active,CUST33315844,,
POL28137827,Health,452579,1386.81,2017-12-03,2026-06-25,Annually,Lapsed,CUST88009581,,
POL70490457,Life,23919,1790.63,2022-09-26,2025-10-15,Quarterly,Terminated,CUST95624970,,
POL43307974,Health,271323,1698.48,2015-04-03,2018-03-06,Monthly,Active,CUST73991092,,
POL07189960,Property,335819,606.36,2021-07-14,2031-06-28,Annually,Lapsed,CUST24156688,,
POL39146398,Property,183008,301.4,2017-04-11,2023-08-03,Quarterly,Terminated,CUST02967545,,
POL18638801,Auto,17829,1372.07,2020-01-02,2029-09-14,Quarterly,Terminated,CUST50213050,,
POL72689625,Auto,403184,1464.56,2020-10-17,2027-01-24,Monthly,Active,CUST61013700,,
POL84725350,Property,497844,1937.89,2020-02-20,2029-11-02,Annually,Terminated,CUST77194234,,
POL03499634,Property,487062,1312.34,2020-09-06,2023-04-28,Quarterly,Lapsed,CUST39874161,,
POL17851408,Auto,254402,985.04,2016-09-28,2018-12-16,Annually,Lapsed,CUST55443847,,
POL77005390,Auto,174038,262.62,2016-12-31,2024-08-05,Quarterly,Active,CUST32248638,,
POL61605343,Property,190377,1058.14,2023-06-14,2026-10-26,Annually,Terminated,CUST81363233,,
POL29802186,Life,472712,1691.1,2019-05-08,2021-08-08,Monthly,Lapsed,CUST88742271,,
POL45349896,Health,497721,1968.25,2022-05-28,2024-06-28,Annually,Terminated,CUST89945576,,
POL48346440,Life,111293,1232.29,2020-03-26,2025-03-06,Annually,Lapsed,CUST89879124,,
POL01090154,Health,202194,142.04,2017-08-17,2022-12-05,Annually,Active,CUST03282774,,
POL82137065,Health,296763,1372.4,2016-10-03,2024-05-20,Annually,Terminated,CUST25249967,,
POL05710643,Life,466076,1711.82,2023-04-02,2028-01-30,Monthly,Lapsed,CUST01163085,,
POL21394556,Health,354142,514.76,2016-12-14,2025-09-20,Monthly,Active,CUST88564180,,
POL45259795,Life,451887,1888.65,2022-12-19,2029-10-14,Quarterly,Active,CUST61133269,,
POL07078838,Property,160515,568.61,2015-12-11,2018-07-22,Annually,Active,CUST32321186,,
POL29504674,Property,454215,834.49,2022-10-31,2030-06-06,Monthly,Active,CUST88875854,,
POL27444083,Property,213278,1158.21,2023-06-05,2028-03-21,Monthly,Lapsed,CUST46149552,,
POL93415185,Property,34964,493.03,2018-05-30,2020-01-28,Monthly,Terminated,CUST69641136,,
POL05606987,Health,13838,608.65,2019-09-17,2027-05-26,Annually,Terminated,CUST42009069,,
POL17258219,Property,65102,1413.19,2019-01-09,2026-08-07,Quarterly,Terminated,CUST36430516,,
POL81559306,Health,480267,1427.51,2020-08-31,2027-11-04,Quarterly,Active,CUST55128751,,
POL84309166,Life,472689,1050.63,2022-11-29,2027-06-04,Quarterly,Lapsed,CUST26374212,,
POL76387090,Property,108105,1444.38,2020-06-29,2027-09-27,Monthly,Terminated,CUST61053077,,
POL59492840,Life,114042,1232.13,2021-12-02,2023-12-23,Quarterly,Terminated,CUST52983993,,
POL59507009,Property,492679,1270.35,2017-03-14,2020-12-28,Monthly,Terminated,CUST12138426,,
POL22606184,Health,67530,1991.24,2022-12-22,2030-09-17,Monthly,Lapsed,CUST09634289,,
POL36583919,Life,389504,341.63,2020-01-25,2028-07-18,Annually,Lapsed,CUST36432590,,
POL88765284,Life,319994,1354.19,2021-03-14,2027-03-06,Quarterly,Terminated,CUST82716734,,
POL55061898,Auto,14224,1278.36,2018-02-27,2021-03-08,Annually,Lapsed,CUST90739739,,
POL38220056,Health,166032,1358.87,2016-11-16,2024-09-07,Quarterly,Active,CUST68676616,,
POL97128772,Auto,93036,1733.39,2022-03-25,2026-05-23,Monthly,Active,CUST16857555,,
POL21105419,Life,21912,298.93,2021-10-03,2024-08-05,Annually,Terminated,CUST30763587,,
POL98344452,Property,423685,819.63,2023-08-23,2029-07-07,Monthly,Active,CUST35315234,,
POL81202373,Health,248838,1305.72,2022-12-31,2024-07-17,Monthly,Lapsed,CUST83535400,,
POL50033315,Auto,352995,1801.21,2018-11-03,2021-02-16,Annually,Terminated,CUST96159281,,
POL71852289,Health,76222,1573.45,2018-12-16,2022-04-14,Annually,Lapsed,CUST92066305,,
POL63230640,Property,136832,1946.77,2018-03-07,2023-04-22,Quarterly,Terminated,CUST59334083,,
POL22280600,Life,393061,1804.96,2015-07-29,2017-12-27,Annually,Active,CUST45083995,,
POL82615987,Auto,99424,1092.09,2020-06-11,2026-03-16,Monthly,Lapsed,CUST60402466,,
POL13831480,Life,167375,1497.12,2023-01-09,2029-03-19,Monthly,Lapsed,CUST41319076,,
POL42604699,Life,232974,431.2,2020-10-28,2027-03-19,Monthly,Lapsed,CUST91097788,,
POL42477290,Auto,145283,1974.61,2015-09-03,2018-07-20,Quarterly,Terminated,CUST35324709,,
POL56451530,Life,241823,422.3,2024-07-22,2032-11-29,Monthly,Terminated,CUST96220731,,
POL94687907,Life,451819,1713.11,2024-03-08,2030-04-21,Quarterly,Active,CUST98301856,,
POL13287986,Property,234845,1942.82,2017-11-28,2018-12-11,Annually,Active,CUST71115981,,
POL47707892,Auto,115343,1031.95,2020-06-26,2024-03-24,Quarterly,Lapsed,CUST26322745,,
POL23175808,Health,284631,783.56,2019-09-27,2026-12-10,Annually,Terminated,CUST35677309,,
POL69533983,Property,210647,845.51,2016-05-13,2020-03-01,Monthly,Terminated,CUST67171307,,
POL41871042,Auto,192908,722.39,2022-01-29,2023-09-02,Annually,Terminated,CUST60423185,,
POL58901437,Auto,348879,1480.24,2018-09-03,2026-01-02,Monthly,Terminated,CUST03546088,,
POL15832827,Auto,238373,497.33,2023-06-23,2026-12-11,Quarterly,Active,CUST82139236,,
POL98885285,Health,214499,763.82,2019-11-19,2027-07-01,Annually,Terminated,CUST27713376,,
POL75752645,Life,336094,398.34,2020-03-05,2024-03-27,Monthly,Active,CUST53923029,,
POL66984423,Life,82000,170.51,2024-08-13,2031-10-25,Annually,Lapsed,CUST24464034,,
POL95029087,Health,361456,142.04,2021-12-04,2031-06-08,Monthly,Lapsed,CUST38787696,,
POL33528645,Life,427731,565.85,2019-04-22,2023-09-04,Quarterly,Terminated,CUST09899735,,
POL68879274,Health,425296,724.29,2021-09-25,2028-05-10,Quarterly,Lapsed,CUST03595954,,
POL66757828,Auto,462716,1295.83,2020-06-26,2024-03-09,Monthly,Terminated,CUST85912308,,
POL14873670,Property,179431,110.53,2022-10-06,2025-01-25,Quarterly,Active,CUST81462168,,
POL91903305,Auto,376246,1042.69,2020-10-25,2029-07-13,Quarterly,Terminated,CUST89597330,,
POL81452413,Health,98479,1658.58,2019-06-11,2021-02-18,Quarterly,Active,CUST42376640,,
POL77471080,Health,42871,1208.11,2021-07-30,2027-03-22,Monthly,Lapsed,CUST39617169,,
POL55161167,Health,477800,862.94,2019-09-19,2023-06-17,Monthly,Lapsed,CUST10876445,,
POL32721241,Health,282767,1426.71,2016-05-02,2021-02-20,Monthly,Lapsed,CUST65201495,,
POL58798776,Life,482131,1673.26,2020-10-21,2030-09-13,Annually,Terminated,CUST86816648,,
POL82130427,Property,138112,1475.06,2024-03-13,2027-03-11,Monthly,Active,CUST05440655,,
POL18274117,Auto,311211,1890.25,2016-08-16,2020-11-23,Quarterly,Lapsed,CUST96078765,,
POL55586584,Property,353158,181.83,2016-06-13,2023-06-22,Annually,Terminated,CUST69983756,,
POL57527902,Life,450766,1092.26,2015-09-01,2023-09-21,Quarterly,Lapsed,CUST00432697,,
POL89135747,Health,62048,1225.61,2018-04-18,2024-04-03,Monthly,Terminated,CUST27368820,,
POL68469433,Auto,435627,587.58,2015-12-08,2019-06-27,Quarterly,Lapsed,CUST71284835,,
POL14708909,Life,115106,1590.8,2023-09-28,2025-02-04,Quarterly,Lapsed,CUST51835889,,
POL44473237,Health,95247,217.64,2019-06-12,2022-01-29,Quarterly,Lapsed,CUST64728299,,
POL36097059,Health,29601,1582.54,2020-03-16,2023-10-28,Quarterly,Terminated,CUST78378678,,
POL13811589,Health,458446,648.36,2021-03-04,2030-04-12,Monthly,Terminated,CUST15337504,,
POL03870309,Auto,36256,562.97,2022-09-26,2028-08-20,Quarterly,Lapsed,CUST58068006,,
POL03461173,Life,229888,1893.78,2019-01-08,2025-07-04,Quarterly,Lapsed,CUST24728723,,
POL30800309,Property,379578,419.42,2020-02-26,2025-10-08,Quarterly,Lapsed,CUST51372892,,
POL04460141,Life,497685,1955.23,2024-01-15,2027-11-17,Monthly,Terminated,CUST14167476,,
POL70638902,Auto,486468,123.75,2020-10-04,2028-02-12,Annually,Terminated,CUST66417629,,
POL81437012,Auto,325785,180.09,2019-08-29,2020-11-15,Monthly,Lapsed,CUST45148477,,
POL75780288,Property,83609,1616.42,2018-11-17,2024-10-21,Annually,Active,CUST31812391,,
POL04195988,Health,278548,538.78,2023-09-09,2025-05-04,Annually,Lapsed,CUST19220123,,
POL23232364,Life,342881,1231.65,2019-01-19,2020-08-17,Monthly,Active,CUST54396483,,
POL74637013,Life,436569,1101.14,2022-03-14,2023-04-26,Annually,Active,CUST96215040,,
POL52466157,Auto,67600,1124.27,2023-04-12,2024-06-06,Annually,Lapsed,CUST02220651,,
POL04525744,Auto,379370,400.02,2021-01-10,2030-04-13,Annually,Terminated,CUST81996742,,
POL66023892,Auto,375835,127.31,2021-03-09,2027-01-16,Annually,Active,CUST69247703,,
POL12886983,Property,347364,1777.52,2023-08-22,2030-10-02,Annually,Active,CUST61807621,,
POL18969442,Auto,13050,1417.39,2023-10-27,2033-08-31,Annually,Active,CUST43023655,,
POL83650350,Property,174534,1278.41,2020-07-10,2028-10-30,Monthly,Lapsed,CUST98992009,,
POL97163250,Auto,153687,164.3,2018-03-01,2022-03-08,Quarterly,Lapsed,CUST60824429,,
POL97850012,Property,212629,1194.41,2022-01-13,2028-01-18,Monthly,Lapsed,CUST15751800,,
POL21436071,Life,310954,1289.57,2018-05-14,2022-08-16,Quarterly,Active,CUST69448912,,
POL38790391,Life,159038,897.86,2019-03-10,2020-07-02,Quarterly,Active,CUST94848993,,
POL36578852,Health,262934,1914.99,2024-10-02,2031-02-09,Monthly,Active,CUST09630360,,
POL20281612,Life,442906,1404.27,2020-02-29,2021-10-13,Monthly,Terminated,CUST42524771,,
POL59899170,Property,285162,1301.11,2018-03-15,2020-12-30,Quarterly,Lapsed,CUST60380938,,
POL21557513,Health,371208,767.85,2018-12-21,2025-08-29,Quarterly,Active,CUST51541773,,
POL89939976,Health,367300,546.2,2024-09-14,2031-07-10,Monthly,Lapsed,CUST17544947,,
POL07785199,Life,107861,1506.93,2015-10-03,2017-10-30,Annually,Lapsed,CUST10072038,,
POL58783069,Health,131954,1406.01,2017-10-03,2023-07-11,Monthly,Terminated,CUST95846994,,
POL95768809,Auto,349006,928.04,2020-07-05,2023-07-09,Annually,Lapsed,CUST71493124,,
POL32079740,Health,492296,1546.05,2021-11-27,2027-01-30,Monthly,Active,CUST16700432,,
POL52344569,Property,435339,668.51,2019-02-08,2022-12-21,Monthly,Active,CUST13430900,,
POL63017229,Auto,389077,1356.51,2017-05-09,2024-04-17,Quarterly,Terminated,CUST58320097,,
POL88647419,Auto,127665,1404.19,2024-09-08,2026-06-28,Monthly,Lapsed,CUST76930376,,
POL19976069,Life,246187,617.01,2023-06-05,2030-06-04,Monthly,Active,CUST90718795,,
POL24210075,Health,136871,1385.74,2018-08-28,2022-12-20,Monthly,Terminated,CUST44340081,,
POL25694425,Auto,136612,331.23,2022-10-10,2032-07-08,Monthly,Lapsed,CUST94468387,,
POL97456279,Auto,57861,1609.26,2020-08-23,2023-09-27,Monthly,Terminated,CUST59752065,,
POL68532142,Life,92745,1245.89,2023-07-03,2027-10-18,Monthly,Active,CUST97947934,,
POL71765111,Auto,472800,1332.22,2018-06-19,2021-06-10,Monthly,Lapsed,CUST46612879,,
POL54561530,Auto,355621,1989.5,2018-06-20,2023-10-23,Annually,Active,CUST55542041,,
POL52707318,Health,410505,1294.16,2024-09-27,2027-07-29,Monthly,Active,CUST21707227,,
POL52383716,Health,50145,1964.79,2024-03-25,2030-11-17,Monthly,Lapsed,CUST48391372,,
POL93504222,Health,484787,1274.57,2018-09-26,2026-08-21,Monthly,Lapsed,CUST48905063,,
POL39639859,Property,467079,1636.42,2018-07-25,2022-02-02,Monthly,Lapsed,CUST12896128,,
POL93209384,Life,153169,1907.61,2017-11-05,2026-01-02,Quarterly,Active,CUST97800780,,
POL86946793,Auto,239270,982.95,2022-07-20,2032-03-16,Monthly,Lapsed,CUST97809981,,
POL40667253,Health,325293,887.96,2016-06-21,2018-03-05,Quarterly,Active,CUST62839618,,
POL45842876,Property,132082,1129.96,2019-11-07,2023-11-06,Monthly,Lapsed,CUST06406650,,
POL69578293,Life,419374,1613.82,2021-01-02,2028-06-20,Monthly,Terminated,CUST76468631,,
POL40483314,Life,359863,470.76,2021-11-13,2031-03-03,Monthly,Lapsed,CUST54360382,,
POL60335753,Property,417548,1824.24,2020-02-07,2028-11-25,Annually,Terminated,CUST07448310,,
POL90100383,Property,354724,1503.72,2016-01-23,2023-08-11,Quarterly,Lapsed,CUST61700092,,
POL99808089,Property,264588,1038.73,2018-06-18,2021-04-06,Annually,Lapsed,CUST09164374,,
POL46460942,Property,57808,1951.7,2017-02-11,2025-08-13,Annually,Active,CUST77434602,,
POL63439011,Auto,328245,370.64,2016-03-03,2025-05-07,Monthly,Lapsed,CUST47043566,,
POL29503998,Health,455698,708.3,2021-12-15,2023-11-28,Annually,Active,CUST05013566,,
POL53010731,Life,119831,603.19,2016-05-23,2025-02-11,Annually,Terminated,CUST01401561,,
POL59178536,Property,448205,1608.08,2019-08-03,2029-02-02,Quarterly,Lapsed,CUST60069995,,
POL38416700,Property,245731,204.26,2022-10-06,2030-08-22,Quarterly,Lapsed,CUST27910356,,
POL88672866,Health,107457,1183.98,2021-01-25,2024-03-20,Quarterly,Active,CUST35451357,,
POL21161337,Health,481264,1998.93,2017-08-27,2025-11-15,Quarterly,Active,CUST79452146,,
POL64245867,Life,40213,1592.33,2017-12-25,2026-01-27,Quarterly,Active,CUST92695966,,
POL22162508,Property,287286,1699.09,2020-06-07,2025-02-04,Quarterly,Active,CUST61153740,,
POL83964879,Property,35470,1094.24,2016-12-08,2023-02-23,Annually,Terminated,CUST40402385,,
POL31761126,Property,353584,602.02,2023-03-18,2031-03-23,Monthly,Terminated,CUST55190857,,
POL98213594,Life,348623,1521.74,2019-04-24,2025-06-21,Quarterly,Terminated,CUST88304640,,
POL77321123,Life,186141,899.29,2016-07-29,2023-04-07,Quarterly,Active,CUST80785298,,
POL79722953,Auto,45336,709.95,2024-02-27,2028-02-08,Quarterly,Lapsed,CUST76844198,,
POL58294071,Auto,337925,643.64,2015-01-20,2023-04-11,Annually,Lapsed,CUST85581495,,
POL82089087,Health,311060,1923.46,2022-02-12,2026-07-02,Quarterly,Active,CUST38610025,,
POL64383103,Life,199287,1437.65,2020-03-13,2029-03-08,Monthly,Terminated,CUST56179922,,
POL51544429,Health,165106,602.03,2021-04-27,2027-01-22,Annually,Terminated,CUST90005709,,
POL53203220,Auto,178761,1190.44,2022-08-01,2025-03-18,Quarterly,Active,CUST95445734,,
POL80929677,Health,191222,377.64,2015-01-19,2024-12-21,Annually,Lapsed,CUST95685023,,
POL95434233,Auto,81234,1627.51,2020-09-08,2027-02-04,Monthly,Active,CUST57355543,,
POL14385172,Health,350272,1525.84,2015-01-04,2022-12-13,Quarterly,Lapsed,CUST63088474,,
POL30868799,Auto,343437,841.56,2016-09-09,2024-10-19,Annually,Terminated,CUST25430988,,
POL09338514,Health,372293,1717.87,2023-01-14,2032-12-20,Monthly,Active,CUST71971429,,
POL40541993,Health,421536,158.02,2022-09-25,2023-12-16,Monthly,Active,CUST26778230,,
POL36885391,Health,81441,752.03,2024-11-14,2032-07-30,Annually,Terminated,CUST84358476,,
POL86478823,Health,91334,446.45,2019-10-11,2021-04-03,Monthly,Lapsed,CUST41264235,,
POL99023082,Auto,48035,1870.08,2022-05-11,2027-03-30,Monthly,Active,CUST97749945,,
POL18101915,Health,208385,624.08,2016-04-03,2018-12-13,Monthly,Lapsed,CUST04842811,,
POL48959866,Life,306914,521.68,2018-09-12,2022-08-30,Annually,Lapsed,CUST09474103,,
POL02489128,Health,286704,842.64,2024-06-10,2028-05-30,Monthly,Lapsed,CUST29828643,,
POL64086319,Auto,78104,174,2016-01-01,2019-12-22,Quarterly,Terminated,CUST82414180,,
POL47639612,Health,242801,418.95,2019-01-25,2024-01-17,Monthly,Lapsed,CUST58637821,,
POL97525814,Auto,216223,1931.25,2017-05-25,2026-02-05,Annually,Terminated,CUST23997683,,
POL86299537,Property,262298,973.76,2024-06-12,2027-03-19,Monthly,Terminated,CUST47441942,,
POL39660351,Property,251773,794.34,2019-01-30,2023-08-15,Quarterly,Lapsed,CUST85136844,,
POL88709617,Life,488092,1767.98,2022-06-16,2027-12-14,Quarterly,Lapsed,CUST26214584,,
POL61884063,Property,385170,1499.92,2021-09-21,2030-03-25,Annually,Terminated,CUST21211989,,
POL47175698,Auto,447732,811.45,2021-01-05,2029-02-01,Annually,Lapsed,CUST47971973,,
POL51999477,Health,383284,1885.92,2019-06-25,2020-06-27,Monthly,Terminated,CUST76823950,,
POL51831970,Health,68428,984.57,2021-03-23,2024-05-05,Monthly,Lapsed,CUST78768706,,
POL87238187,Property,209249,1704.4,2019-08-25,2026-12-05,Annually,Active,CUST31812391,,
POL30316596,Life,476264,1033.23,2023-06-11,2029-06-23,Quarterly,Lapsed,CUST91876217,,
POL18133239,Health,370716,765.58,2016-07-13,2020-06-27,Quarterly,Terminated,CUST94841919,,
POL68113018,Auto,318776,1141.78,2022-11-27,2024-03-08,Monthly,Terminated,CUST92361788,,
POL79185105,Property,291565,1754.21,2018-11-22,2021-12-08,Quarterly,Lapsed,CUST48783124,,
POL55617113,Property,55266,1289.14,2019-02-24,2022-08-27,Annually,Active,CUST11230865,,
POL91815517,Auto,161215,895.76,2023-08-30,2027-08-08,Monthly,Terminated,CUST61923494,,
POL08018739,Auto,278024,1218.9,2019-04-28,2027-07-06,Quarterly,Active,CUST86702805,,
POL89376913,Life,432815,1215.73,2022-09-20,2028-05-22,Quarterly,Terminated,CUST93655605,,
POL02819020,Auto,293021,1224.11,2020-05-17,2024-05-16,Monthly,Terminated,CUST51342866,,
POL09010208,Property,312543,282.65,2019-12-20,2022-06-17,Annually,Lapsed,CUST17600382,,
POL69636143,Life,311105,207.46,2020-08-19,2026-10-09,Monthly,Lapsed,CUST61552560,,
POL87207136,Life,316217,644.09,2019-11-28,2022-07-24,Quarterly,Lapsed,CUST79836458,,
POL53130917,Life,244677,1397.72,2015-12-30,2024-06-08,Quarterly,Terminated,CUST90085877,,
POL50111095,Property,271504,1127.48,2019-12-29,2024-03-31,Annually,Terminated,CUST25978160,,
POL24070236,Property,375514,1966.26,2020-12-05,2022-08-22,Monthly,Lapsed,CUST94101494,,
POL32625291,Life,375967,222.03,2020-04-20,2027-05-30,Monthly,Terminated,CUST14314844,,
POL99495408,Property,203469,354.45,2015-09-28,2020-09-25,Annually,Terminated,CUST76500092,,
POL87981316,Auto,199593,1394.44,2020-03-13,2022-04-30,Annually,Active,CUST91794539,,
POL67118908,Property,474906,1705.54,2016-08-09,2021-02-05,Annually,Terminated,CUST13413110,,
POL23603808,Health,140043,549.92,2018-10-28,2022-06-27,Monthly,Lapsed,CUST41891564,,
POL80888212,Property,42946,383.98,2015-06-07,2019-07-20,Annually,Terminated,CUST84976901,,
POL11227831,Property,242308,503.61,2015-04-07,2022-06-26,Annually,Lapsed,CUST50213050,,
POL55589679,Auto,191758,719.46,2019-11-17,2027-03-17,Monthly,Lapsed,CUST12341278,,
POL46015732,Health,14404,564.64,2019-03-11,2022-09-11,Annually,Lapsed,CUST12272309,,
POL62168693,Auto,326074,1533.96,2022-01-02,2031-12-21,Monthly,Active,CUST75164246,,
POL37538645,Auto,438672,324.03,2017-04-29,2026-08-08,Quarterly,Terminated,CUST34598462,,
POL53957372,Health,273527,990.18,2021-03-31,2025-04-08,Quarterly,Lapsed,CUST27590039,,
POL82812319,Property,188661,174.45,2023-07-25,2028-03-26,Annually,Active,CUST98301856,,
POL44850934,Health,292648,869.71,2016-07-30,2021-10-14,Annually,Active,CUST92104228,,
POL10454872,Auto,313523,1337.88,2020-10-05,2025-10-07,Quarterly,Lapsed,CUST84117022,,
POL59950728,Property,409127,1505.42,2023-07-26,2032-09-14,Monthly,Active,CUST75884494,,
POL01681251,Auto,63362,760.67,2020-05-18,2029-09-14,Annually,Lapsed,CUST58068006,,
POL39664673,Property,138066,1114.16,2020-06-24,2024-03-09,Quarterly,Active,CUST43028954,,
POL94203944,Auto,186994,298.7,2020-08-14,2028-01-14,Annually,Lapsed,CUST44615637,,
POL94561811,Property,140103,611.54,2022-10-25,2028-12-01,Quarterly,Lapsed,CUST24232471,,
POL87125515,Auto,479602,1459.41,2017-05-11,2023-06-27,Quarterly,Active,CUST35002588,,
POL21231800,Health,177059,1061.97,2019-03-15,2028-01-30,Monthly,Terminated,CUST79927545,,
POL18884095,Life,360149,140.87,2020-06-29,2029-08-30,Monthly,Terminated,CUST09036377,,
POL23499238,Health,449302,1437.01,2023-04-09,2032-09-03,Annually,Lapsed,CUST87110325,,
POL83680669,Life,35751,238.64,2024-01-08,2027-09-26,Quarterly,Terminated,CUST64076713,,
POL97474248,Life,232712,1688.27,2023-01-15,2032-04-16,Monthly,Lapsed,CUST66269166,,
POL11826796,Auto,223064,1648.03,2024-06-16,2029-05-26,Monthly,Terminated,CUST19821426,,
POL68612732,Auto,35527,1326.61,2022-11-15,2024-01-02,Monthly,Terminated,CUST52172807,,
POL13303189,Property,362674,1757.63,2022-05-23,2026-05-04,Monthly,Active,CUST14947689,,
