Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY23698133,2022-06-29,579.54,Cash,Failed,POL27152348
PAY58759131,2023-05-16,622.09,Credit Card,Failed,POL82263236
PAY25746887,2022-04-22,277.51,Credit Card,Successful,POL50064094
PAY02826524,2023-10-31,1382.05,Credit Card,Successful,POL11532182
PAY45989427,2022-03-05,1114.86,Credit Card,Successful,POL75577474
PAY31837389,2022-12-11,839.14,Bank Transfer,Failed,POL81202373
PAY49261123,2022-09-13,1446.29,Bank Transfer,Failed,POL16855866
PAY27724050,2024-09-02,1229.42,Bank Transfer,Successful,POL77410789
PAY73010346,2022-01-02,1261.87,Cash,Successful,POL25403992
PAY97995428,2024-09-02,442.36,Credit Card,Successful,POL36885821
PAY83467485,2024-09-06,632.2,Credit Card,Successful,POL54131362
PAY71388200,2022-06-27,440.78,Cash,Successful,POL12937892
PAY92368608,2024-09-06,413.36,Bank Transfer,Failed,POL32459505
PAY76381688,2024-01-06,954.2,Bank Transfer,Successful,POL37305327
PAY47126737,2024-04-06,1013.71,Credit Card,Failed,POL07698492
PAY97358610,2022-05-04,1057.42,Cash,Successful,POL65495317
PAY40494155,2022-03-07,348.48,Cash,Failed,POL91686015
PAY95513746,2022-02-24,529.12,Credit Card,Failed,POL32166365
PAY06916456,2024-02-18,893.18,Credit Card,Failed,POL59507009
PAY98443192,2022-05-17,430.69,Credit Card,Successful,POL20036492
PAY01982593,2023-08-20,770.83,Cash,Failed,POL79861668
PAY74038358,2022-11-16,1306.95,Credit Card,Successful,POL60496337
PAY51436893,2021-12-28,558.11,Credit Card,Successful,POL98344452
PAY83472805,2023-08-20,1024.29,Bank Transfer,Successful,POL57116310
PAY93118450,2023-09-25,315.3,Bank Transfer,Successful,POL41321341
PAY30165636,2022-09-15,539.11,Credit Card,Failed,POL00076326
PAY28800158,2023-10-04,562.46,Cash,Successful,POL99316807
PAY99530161,2024-07-30,65.38,Bank Transfer,Successful,POL83688461
PAY93877699,2022-12-26,1156.7,Credit Card,Successful,POL89983994
PAY28873722,2024-04-04,373.9,Credit Card,Failed,POL46263397
PAY61080683,2024-05-26,801.46,Cash,Successful,POL21300763
PAY74604582,2024-11-25,1278.56,Bank Transfer,Successful,POL20036492
PAY76069459,2024-12-06,248.13,Bank Transfer,Failed,POL03389075
PAY43721255,2022-03-12,766.04,Credit Card,Failed,POL64386769
PAY20136413,2022-06-13,1495.8,Credit Card,Failed,POL62266023
PAY86091175,2023-06-04,906.63,Credit Card,Failed,POL47001205
PAY92088498,2024-07-27,450.66,Bank Transfer,Failed,POL39439149
PAY53583010,2022-04-14,1433.72,Bank Transfer,Successful,POL64188394
PAY06509351,2024-10-04,944.99,Cash,Failed,POL55243233
PAY82494861,2022-07-01,83.64,Cash,Failed,POL94687907
PAY73847623,2022-11-24,1189.71,Cash,Failed,POL63414573
PAY88259134,2022-06-10,495.64,Bank Transfer,Successful,POL48255103
PAY63921103,2024-07-06,598.86,Bank Transfer,Failed,POL07540260
PAY18157443,2022-05-11,452.82,Bank Transfer,Failed,POL80263334
PAY71969049,2022-11-12,131.6,Bank Transfer,Failed,POL90177568
PAY31685702,2022-11-04,657.24,Bank Transfer,Failed,POL50249567
PAY11061046,2022-10-25,328.53,Credit Card,Successful,POL19062916
PAY65858030,2022-06-15,724.58,Cash,Successful,POL93327871
PAY57149973,2024-03-24,140.59,Credit Card,Successful,POL75133618
PAY87525341,2022-10-12,1487.5,Bank Transfer,Successful,POL60705643
PAY09575596,2023-09-21,439.63,Cash,Failed,POL03500501
PAY23815397,2024-01-09,533.6,Cash,Failed,POL69754204
PAY62525905,2023-07-03,1305.53,Bank Transfer,Failed,POL22162508
PAY63326503,2022-02-14,471.54,Bank Transfer,Failed,POL12291756
PAY55775890,2022-03-06,1212.64,Cash,Successful,POL04830457
PAY06170914,2022-01-19,634.82,Cash,Failed,POL13070623
PAY57725299,2022-12-04,1146.49,Credit Card,Failed,POL77977275
PAY33959298,2023-06-30,1080.41,Bank Transfer,Successful,POL07408282
PAY39858192,2024-10-19,723.34,Bank Transfer,Successful,POL29465290
PAY60696549,2022-03-28,1179,Bank Transfer,Failed,POL80450492
PAY73443508,2023-02-12,709.02,Credit Card,Failed,POL84291987
PAY28532064,2024-04-05,177.54,Cash,Successful,POL41653230
PAY26923620,2023-11-05,892.45,Bank Transfer,Failed,POL78271323
PAY11311193,2024-08-09,121.51,Credit Card,Failed,POL86004596
PAY08946465,2023-06-14,272.04,Credit Card,Failed,POL09811937
PAY67699960,2023-06-04,492.31,Cash,Successful,POL17282682
PAY51882426,2024-02-15,410.86,Credit Card,Successful,POL28263562
PAY84936486,2023-08-01,1145.51,Bank Transfer,Successful,POL83180478
PAY76856941,2024-05-18,544.32,Credit Card,Successful,POL20281612
PAY53296305,2024-10-31,98.89,Cash,Failed,POL13931730
PAY00087988,2023-08-05,1005.54,Bank Transfer,Successful,POL82089087
PAY62887891,2022-12-29,543.76,Credit Card,Successful,POL68888844
PAY72575723,2024-09-18,1109.86,Credit Card,Successful,POL84317936
PAY46016642,2022-09-21,1190.34,Cash,Successful,POL76155355
PAY29789925,2022-08-25,826,Cash,Failed,POL40288131
PAY50304343,2023-01-17,1288.15,Cash,Failed,POL46263397
PAY26257933,2022-04-24,970.69,Bank Transfer,Failed,POL38386145
PAY91410910,2024-10-08,1069.81,Cash,Successful,POL24211829
PAY64828518,2022-05-19,703.72,Cash,Failed,POL79279066
PAY00076005,2022-10-16,571.55,Credit Card,Successful,POL95029087
PAY61923165,2022-11-10,680.46,Credit Card,Failed,POL56971563
PAY12772816,2022-04-23,95.42,Cash,Successful,POL18134493
PAY21601681,2024-10-16,1479.82,Credit Card,Successful,POL65459247
PAY52951128,2024-04-06,1187.02,Cash,Successful,POL29044573
PAY68610306,2023-08-01,1382.78,Credit Card,Failed,POL89387677
PAY47514108,2024-03-06,167.89,Credit Card,Failed,POL56375042
PAY94597712,2024-06-05,1447.67,Bank Transfer,Successful,POL45684772
PAY00809979,2022-07-23,979.51,Credit Card,Failed,POL54750482
PAY00313851,2022-08-27,501.34,Bank Transfer,Failed,POL71198375
PAY94356686,2024-11-23,345.46,Credit Card,Successful,POL19532067
PAY90697348,2022-02-25,1193.06,Cash,Failed,POL21637751
PAY19799928,2023-02-03,1012.05,Bank Transfer,Successful,POL23778009
PAY74237470,2022-08-20,1463.43,Cash,Successful,POL23175808
PAY04723325,2022-07-20,1092.48,Bank Transfer,Failed,POL94271909
PAY04605115,2022-02-06,1246.48,Credit Card,Successful,POL62254331
PAY57797754,2023-05-14,1159.92,Credit Card,Failed,POL91109221
PAY51710286,2024-06-21,1418.04,Credit Card,Failed,POL54521184
PAY34685662,2023-10-24,1407.58,Bank Transfer,Failed,POL85997412
PAY61088560,2023-07-18,631.58,Credit Card,Failed,POL26935323
PAY13198296,2022-03-21,325.78,Bank Transfer,Failed,POL42325037
PAY72156329,2024-01-24,170.99,Cash,Successful,POL44856684
PAY14841728,2022-01-29,316.99,Credit Card,Failed,POL22068904
PAY22759687,2024-09-10,1428.6,Bank Transfer,Successful,POL82098917
PAY89676227,2023-08-07,782.89,Bank Transfer,Failed,POL07785199
PAY64198590,2024-09-18,394.94,Cash,Successful,POL19746644
PAY71022946,2023-10-22,894.92,Bank Transfer,Successful,POL64918904
PAY97158459,2023-03-24,391.87,Cash,Successful,POL14765103
PAY79247096,2023-06-14,938.91,Cash,Failed,POL44871604
PAY74297757,2022-09-22,372.22,Credit Card,Successful,POL77295889
PAY84381410,2022-05-08,1498.22,Bank Transfer,Successful,POL00346770
PAY33213591,2021-12-25,309.08,Credit Card,Successful,POL56491969
PAY43877335,2022-04-19,421.9,Cash,Successful,POL54969569
PAY34559673,2023-02-03,316.07,Bank Transfer,Successful,POL30815147
PAY04579144,2024-01-18,637.55,Cash,Successful,POL13721219
PAY27184199,2024-04-13,624.63,Cash,Failed,POL92884987
PAY07405472,2024-11-24,1273.15,Bank Transfer,Failed,POL22946424
PAY21219682,2022-06-27,936.74,Cash,Successful,POL68368522
PAY93142127,2024-09-02,1004.44,Cash,Successful,POL22790609
PAY56804240,2024-07-10,102.19,Cash,Successful,POL38116452
PAY12475970,2024-06-05,970.45,Cash,Successful,POL51550482
PAY41265339,2022-10-14,1438.41,Bank Transfer,Successful,POL14375440
PAY43316228,2022-12-05,1105.83,Cash,Successful,POL40953889
PAY47904888,2022-08-13,235.63,Cash,Failed,POL43721127
PAY17893473,2022-07-18,117.79,Cash,Failed,POL72707891
PAY51357382,2023-12-27,1390.6,Credit Card,Successful,POL52319023
PAY98898439,2023-07-05,1445.52,Cash,Failed,POL43112527
PAY59516084,2022-10-03,534.7,Cash,Successful,POL68261547
PAY57480761,2021-12-29,119.35,Cash,Failed,POL42862009
PAY89071637,2022-03-24,1313.09,Bank Transfer,Successful,POL56612277
PAY90053630,2023-05-23,533.38,Bank Transfer,Successful,POL31133103
PAY96178820,2024-03-25,506.95,Credit Card,Failed,POL11199753
PAY58183303,2023-06-12,440.74,Cash,Failed,POL18009742
PAY06006683,2023-11-08,604.04,Credit Card,Successful,POL29044573
PAY54584502,2022-05-04,559.94,Bank Transfer,Successful,POL27799003
PAY87291086,2022-08-20,794.02,Credit Card,Successful,POL74597020
PAY10603264,2023-12-26,578.81,Cash,Failed,POL94943347
PAY40921649,2024-03-19,589.31,Bank Transfer,Successful,POL21871449
PAY26122062,2023-11-07,625.67,Cash,Successful,POL78678051
PAY45018363,2024-12-14,119.65,Cash,Successful,POL60345020
PAY55217153,2022-07-02,933.7,Cash,Successful,POL88479195
PAY63472734,2022-08-08,1332.2,Cash,Failed,POL16452788
PAY40315196,2024-04-03,965.79,Cash,Successful,POL60446512
PAY48136585,2024-01-22,227.94,Bank Transfer,Successful,POL70199824
PAY69908778,2023-10-18,963.18,Credit Card,Successful,POL01681251
PAY94167289,2024-11-21,317.26,Credit Card,Successful,POL92010461
PAY63422745,2022-11-05,910.1,Cash,Failed,POL61218156
PAY11413812,2023-04-09,401.76,Credit Card,Failed,POL23689303
PAY57782436,2023-01-20,645.36,Bank Transfer,Failed,POL61910551
PAY96580608,2023-07-21,687.66,Bank Transfer,Successful,POL98372511
PAY31671494,2022-02-02,1084.62,Bank Transfer,Successful,POL13559855
PAY57829176,2023-02-25,121.39,Bank Transfer,Failed,POL86723130
PAY93791541,2022-06-10,1372.13,Credit Card,Failed,POL83375511
PAY15004470,2021-12-30,1097.36,Bank Transfer,Successful,POL73669093
PAY73745620,2024-02-13,1125.71,Cash,Failed,POL77763107
PAY29424820,2022-08-16,1208.08,Bank Transfer,Failed,POL09568484
PAY75902861,2023-10-22,1326.35,Cash,Successful,POL77178021
PAY42725839,2022-11-07,1151.22,Cash,Successful,POL37180601
PAY28625619,2022-03-22,980.74,Credit Card,Successful,POL91554199
PAY52425841,2022-08-07,187.62,Credit Card,Failed,POL55583522
PAY84464584,2023-02-16,1054.55,Credit Card,Failed,POL35831200
PAY00928241,2024-03-21,445.29,Bank Transfer,Failed,POL46550237
PAY65600966,2024-02-18,402.26,Bank Transfer,Successful,POL54084176
PAY76561125,2024-07-18,1052.32,Cash,Successful,POL52322172
PAY21367691,2022-07-10,834.29,Credit Card,Failed,POL77489665
PAY19617029,2024-02-11,645.1,Cash,Failed,POL81202373
PAY31928992,2024-11-15,1270,Credit Card,Failed,POL23203391
PAY92876925,2024-04-22,1191.98,Cash,Successful,POL28084608
PAY56704361,2023-09-24,389.17,Bank Transfer,Successful,POL08589309
PAY40880086,2024-02-25,1199.05,Bank Transfer,Failed,POL53331618
PAY40996965,2023-01-16,1032.56,Cash,Successful,POL34052302
PAY85375200,2022-09-11,1191.64,Bank Transfer,Failed,POL55664607
PAY37902356,2022-04-07,860.5,Bank Transfer,Failed,POL61308425
PAY08659244,2022-01-17,186.63,Credit Card,Successful,POL21013410
PAY43251321,2024-01-17,903.09,Cash,Successful,POL57782466
PAY86092037,2022-10-23,581.1,Cash,Successful,POL41570616
PAY21773836,2022-08-14,1118.31,Bank Transfer,Failed,POL40918381
PAY81281783,2022-03-24,401.57,Cash,Failed,POL22068904
PAY31269983,2023-07-01,1472.56,Bank Transfer,Failed,POL54191606
PAY87739690,2024-12-11,309.35,Bank Transfer,Successful,POL74740983
PAY48534363,2022-01-27,1118.35,Bank Transfer,Failed,POL61012482
PAY49338730,2023-06-22,673.03,Cash,Successful,POL73324138
PAY78452892,2022-02-01,272.48,Cash,Successful,POL22918011
PAY70915305,2024-07-16,782.96,Cash,Failed,POL68080704
PAY53223227,2022-01-25,1066.89,Bank Transfer,Successful,POL66258798
PAY31840448,2023-05-27,760.71,Credit Card,Successful,POL45601263
PAY42614126,2022-12-20,745.7,Bank Transfer,Successful,POL96497115
PAY95435852,2024-12-17,894.05,Bank Transfer,Successful,POL98955756
PAY51557766,2023-09-16,834.2,Credit Card,Failed,POL82003427
PAY95263144,2024-03-17,70.96,Credit Card,Successful,POL36453165
PAY04099699,2022-12-18,632.69,Bank Transfer,Failed,POL68371036
PAY27875294,2024-05-15,1376.62,Bank Transfer,Successful,POL50009102
PAY12745511,2024-11-11,112.08,Credit Card,Failed,POL87664346
PAY50119816,2024-05-18,439.04,Cash,Failed,POL48574800
PAY30361215,2023-10-16,1452.93,Bank Transfer,Successful,POL57676193
PAY82191097,2022-08-10,1499.74,Cash,Failed,POL21096529
PAY30658891,2023-01-18,360.07,Credit Card,Failed,POL61208002
PAY69939621,2023-10-17,1345.58,Cash,Failed,POL30115645
PAY06656716,2022-02-18,852.19,Cash,Successful,POL26196435
PAY14206027,2024-09-29,448.19,Credit Card,Failed,POL56170272
PAY12871081,2021-12-27,391.13,Bank Transfer,Successful,POL30983744
PAY37725289,2024-08-12,179.57,Bank Transfer,Failed,POL37710630
PAY82382653,2022-11-14,717.06,Bank Transfer,Failed,POL58715038
PAY12868891,2023-08-06,726.72,Credit Card,Successful,POL36583919
PAY57419412,2024-03-25,972.26,Cash,Failed,POL93562061
PAY34635185,2022-05-03,857.82,Bank Transfer,Successful,POL99316807
PAY95137382,2022-07-19,258.14,Credit Card,Successful,POL14796565
PAY85553575,2024-04-10,1016.2,Bank Transfer,Failed,POL00255979
PAY39932110,2024-04-28,871.41,Bank Transfer,Successful,POL73506805
PAY60250909,2024-05-02,751.96,Credit Card,Successful,POL42785158
PAY09840509,2024-02-03,443.14,Cash,Failed,POL59077724
PAY24823669,2024-03-08,406.68,Credit Card,Failed,POL09141368
PAY68818331,2024-04-16,1152.41,Bank Transfer,Successful,POL40919725
PAY10740682,2022-04-09,330.9,Cash,Failed,POL71198375
PAY66492348,2023-12-09,1165.79,Cash,Failed,POL69142405
PAY67622024,2023-06-20,452.82,Cash,Successful,POL04101668
PAY21505019,2024-06-02,236.45,Cash,Failed,POL80278196
PAY46896948,2023-03-14,379.26,Bank Transfer,Successful,POL95397773
PAY91618663,2022-09-07,1328.98,Credit Card,Successful,POL68123659
PAY70889264,2023-08-22,1111.19,Bank Transfer,Failed,POL21394556
PAY86757235,2022-08-21,453.5,Bank Transfer,Successful,POL87258820
PAY28107163,2023-01-01,350.53,Credit Card,Successful,POL00148188
PAY34057537,2024-01-30,159.78,Bank Transfer,Successful,POL75914495
PAY76141478,2022-08-20,640.52,Cash,Failed,POL23434715
PAY13608743,2023-12-10,961.21,Bank Transfer,Successful,POL75133618
PAY96724655,2024-03-17,307.54,Cash,Failed,POL12811794
PAY29275815,2022-05-20,194.42,Bank Transfer,Failed,POL54732626
PAY35689344,2024-07-12,151.37,Bank Transfer,Failed,POL62259131
PAY13038103,2024-05-18,1062.56,Cash,Successful,POL86085378
PAY87894563,2023-03-17,830.55,Credit Card,Failed,POL35209226
PAY07454257,2022-01-18,786.87,Bank Transfer,Successful,POL62254331
PAY34000914,2022-06-18,1055.74,Cash,Failed,POL59205415
PAY82745829,2022-05-07,186.58,Bank Transfer,Failed,POL58913291
PAY27083401,2022-11-11,766.25,Cash,Successful,POL03268061
PAY11287627,2023-04-09,1160.91,Bank Transfer,Successful,POL66737729
PAY64308895,2023-08-09,1314.99,Bank Transfer,Failed,POL59950728
PAY36803674,2023-01-08,316.14,Bank Transfer,Successful,POL28303741
PAY70597113,2022-06-05,1115.61,Credit Card,Failed,POL49030532
PAY09645751,2022-01-18,313.95,Bank Transfer,Failed,POL88709617
PAY80407031,2022-08-02,1073.33,Credit Card,Successful,POL99936607
PAY91988048,2022-01-19,634.35,Credit Card,Successful,POL20686006
PAY13710492,2022-05-13,972.41,Credit Card,Failed,POL39266909
PAY70072908,2023-07-21,843.95,Bank Transfer,Successful,POL58724717
PAY14636357,2023-04-30,1202.88,Cash,Failed,POL73426057
PAY22531229,2024-01-22,1231.66,Cash,Successful,POL53248656
PAY86210795,2024-02-04,876.17,Credit Card,Failed,POL58297595
PAY39505187,2022-06-28,1293.1,Credit Card,Successful,POL90610731
PAY92051660,2023-07-27,530.26,Bank Transfer,Successful,POL94072462
PAY66048191,2023-07-23,1265.64,Bank Transfer,Successful,POL39957242
PAY36655145,2024-01-21,1223.12,Bank Transfer,Successful,POL06351305
PAY06156213,2022-07-03,1113.02,Cash,Successful,POL36915834
PAY67972837,2024-12-22,1090.05,Bank Transfer,Failed,POL75583220
PAY85523324,2023-09-22,990.16,Credit Card,Successful,POL61337531
PAY79834875,2024-11-25,1244.69,Bank Transfer,Successful,POL02256240
PAY96885322,2022-05-11,439.52,Bank Transfer,Successful,POL99343551
PAY67918097,2024-09-11,1472.49,Bank Transfer,Failed,POL94641041
PAY55261739,2024-03-06,656.48,Bank Transfer,Successful,POL27592722
PAY03716183,2024-10-27,550.48,Cash,Successful,POL72761852
PAY05396345,2022-03-25,1334.8,Bank Transfer,Successful,POL41307729
PAY08009438,2022-02-28,1179.39,Cash,Successful,POL85021281
PAY82822924,2022-02-14,1452.32,Cash,Failed,POL51620232
PAY66985809,2023-12-01,995.22,Cash,Successful,POL35328184
PAY98402190,2023-02-17,1126.92,Bank Transfer,Failed,POL13831480
PAY65244712,2022-11-19,767.5,Bank Transfer,Successful,POL75659154
PAY67564696,2023-09-04,584.7,Cash,Successful,POL26365674
PAY32552844,2022-06-10,1195.67,Bank Transfer,Failed,POL53957372
PAY40995915,2024-12-11,1479.72,Cash,Successful,POL14997788
PAY44408870,2023-09-15,1224.61,Cash,Successful,POL39334378
PAY14841180,2023-06-20,117.96,Cash,Successful,POL33238422
PAY65955540,2024-03-03,232.96,Credit Card,Successful,POL22162508
PAY23382409,2022-08-04,470.12,Cash,Successful,POL27708077
PAY62788754,2024-02-12,951.49,Credit Card,Failed,POL13830672
PAY67889058,2022-09-27,80.72,Credit Card,Successful,POL47660863
PAY10539529,2022-10-20,1392.27,Cash,Successful,POL88929117
PAY59862689,2024-09-02,1210.47,Bank Transfer,Failed,POL56020599
PAY52460046,2024-03-16,265.41,Cash,Successful,POL23605253
PAY90852182,2024-03-04,349.69,Bank Transfer,Successful,POL19911528
PAY51208682,2023-04-24,638.55,Cash,Successful,POL81385184
PAY85683804,2023-10-02,1230.5,Cash,Failed,POL70742419
PAY62401688,2022-01-14,1277.96,Cash,Failed,POL99777818
PAY65768240,2023-02-04,624.63,Cash,Failed,POL15902669
PAY28483677,2024-05-27,65.37,Credit Card,Failed,POL85798962
PAY55306194,2023-08-31,1011.42,Bank Transfer,Failed,POL79096614
PAY89827282,2022-04-04,1202.51,Cash,Failed,POL01888346
PAY73311549,2022-06-02,440.76,Cash,Failed,POL68099694
PAY48192849,2023-02-01,720.57,Credit Card,Successful,POL00505335
PAY67792455,2024-11-21,1407.51,Cash,Successful,POL96023706
PAY85436520,2023-04-08,713.59,Cash,Failed,POL11162373
PAY09557643,2022-05-22,649.37,Bank Transfer,Failed,POL52255059
PAY39777417,2023-04-20,1411.01,Bank Transfer,Successful,POL05174448
PAY60948975,2022-01-04,1223.18,Bank Transfer,Failed,POL18309119
PAY39476464,2022-07-09,304.71,Bank Transfer,Failed,POL83180478
PAY36316665,2024-07-12,837.2,Bank Transfer,Successful,POL04101668
PAY79706333,2022-10-13,722.36,Cash,Failed,POL98820628
PAY02110684,2022-08-23,848.4,Bank Transfer,Failed,POL45394277
PAY03549910,2023-11-09,777.82,Bank Transfer,Failed,POL55126928
PAY31352532,2023-06-14,1194.99,Cash,Successful,POL30688000
PAY35725917,2023-03-27,76.19,Bank Transfer,Successful,POL13040382
PAY93974606,2024-10-25,1152.78,Bank Transfer,Failed,POL12551742
PAY26429255,2022-09-05,432.48,Credit Card,Successful,POL98604785
PAY65364103,2023-03-19,886.52,Bank Transfer,Failed,POL48302488
PAY58416612,2023-06-13,586.84,Cash,Failed,POL18573494
PAY35099004,2022-11-10,1025.93,Cash,Successful,POL23048183
PAY57905879,2022-09-16,467.54,Credit Card,Failed,POL41189495
PAY83668520,2024-05-13,180.3,Cash,Failed,POL26441179
PAY72952567,2024-11-23,1252.06,Bank Transfer,Successful,POL76074801
PAY06558985,2024-10-21,687.19,Cash,Failed,POL51431594
PAY42126583,2022-08-09,395.72,Credit Card,Successful,POL62266023
PAY46008931,2022-02-26,1154.91,Bank Transfer,Successful,POL47517699
PAY90497628,2022-07-01,156.92,Cash,Successful,POL79867486
PAY89943116,2024-10-18,1031.9,Bank Transfer,Failed,POL13714686
PAY39842076,2023-09-03,793.73,Bank Transfer,Failed,POL11227831
PAY37394219,2023-03-11,529.59,Cash,Failed,POL33080881
PAY08313114,2022-07-20,236.3,Cash,Successful,POL63810929
PAY70523319,2022-08-10,731.91,Bank Transfer,Successful,POL18418327
PAY41461180,2024-05-28,1441.13,Bank Transfer,Successful,POL44866114
PAY80557300,2024-10-21,309.97,Credit Card,Successful,POL56127428
PAY89547197,2022-06-10,206.29,Credit Card,Successful,POL68111520
PAY72864099,2023-11-18,1236.44,Cash,Successful,POL05444985
PAY14129018,2023-10-19,1194.02,Cash,Successful,POL32615380
PAY80932338,2023-08-16,1296,Credit Card,Failed,POL61884063
PAY55569051,2022-02-13,148.34,Credit Card,Successful,POL46853221
PAY94507687,2023-03-10,908.68,Bank Transfer,Successful,POL91751592
PAY86568963,2022-12-31,756.31,Cash,Successful,POL14157474
PAY56574327,2023-01-08,490.34,Cash,Successful,POL65279232
PAY16400152,2023-05-08,1178.9,Bank Transfer,Successful,POL89877141
PAY39169650,2022-09-01,551.88,Cash,Successful,POL83596471
PAY61487340,2023-07-02,784.03,Bank Transfer,Successful,POL03499634
PAY23290319,2022-06-23,981.91,Bank Transfer,Successful,POL35280348
PAY60728921,2024-02-01,608.01,Bank Transfer,Failed,POL35998506
PAY96226649,2024-05-16,1171.52,Cash,Successful,POL56720424
PAY72752020,2024-09-07,618.48,Credit Card,Successful,POL59124038
PAY41537002,2022-05-23,1185.68,Credit Card,Successful,POL02404416
PAY46158283,2024-09-17,142.73,Cash,Failed,POL45315654
PAY19407376,2022-12-12,358.62,Cash,Successful,POL34319547
PAY08879465,2022-06-08,1344.79,Bank Transfer,Failed,POL93399992
PAY60918695,2022-08-19,1409.54,Credit Card,Failed,POL20532227
PAY48917639,2024-02-15,947.78,Credit Card,Failed,POL81758339
PAY25800689,2022-09-08,655.85,Cash,Failed,POL29465290
PAY12017938,2024-03-10,559.06,Cash,Successful,POL25208231
PAY81354420,2023-02-05,1376.64,Cash,Failed,POL64932236
PAY23458545,2023-08-25,534.99,Credit Card,Failed,POL32772716
PAY21443159,2023-01-01,533.83,Cash,Successful,POL69716653
PAY69385280,2023-02-23,1233.02,Cash,Failed,POL22496499
PAY23382661,2023-05-09,1004.24,Credit Card,Failed,POL43155265
PAY18790207,2022-03-13,327.37,Bank Transfer,Failed,POL42512488
PAY94091111,2022-06-06,885.94,Bank Transfer,Successful,POL83104314
PAY91215946,2023-03-05,1279.02,Cash,Successful,POL68099694
PAY87101003,2022-03-15,117.66,Credit Card,Failed,POL76374292
PAY17613530,2023-01-28,909.3,Credit Card,Failed,POL98651688
PAY25785248,2022-05-06,1272.71,Credit Card,Failed,POL97145074
PAY52391330,2023-08-28,741.99,Bank Transfer,Failed,POL12156543
PAY45939366,2024-11-29,67.63,Credit Card,Failed,POL21535465
PAY38459934,2023-05-27,999.82,Credit Card,Failed,POL93990309
PAY75821866,2023-11-14,1257,Bank Transfer,Failed,POL83165381
PAY13783836,2022-05-19,1006.7,Credit Card,Failed,POL63571175
PAY05376342,2023-06-15,360.37,Credit Card,Failed,POL09320154
PAY08189218,2022-05-23,88.3,Cash,Successful,POL30983744
PAY11285924,2024-11-02,892.16,Cash,Failed,POL93099683
PAY76297254,2022-11-19,587.42,Bank Transfer,Successful,POL99391697
PAY85881119,2022-11-08,1327.84,Credit Card,Successful,POL87577770
PAY28003730,2024-03-20,785.24,Cash,Successful,POL94615763
PAY52176067,2024-08-13,453.47,Cash,Failed,POL96200610
PAY24054166,2024-01-09,1201.54,Bank Transfer,Successful,POL91787213
PAY45993253,2024-04-15,370.83,Credit Card,Failed,POL19177817
PAY19113182,2022-05-13,1228.04,Credit Card,Failed,POL26888148
PAY15961209,2024-09-15,802.79,Cash,Failed,POL10125019
PAY59313902,2022-04-20,850.8,Cash,Successful,POL67368474
PAY08226240,2023-06-15,1013.19,Cash,Failed,POL31317905
PAY15765157,2024-11-29,875.83,Bank Transfer,Failed,POL40579539
PAY00250439,2024-06-14,291.16,Bank Transfer,Successful,POL40907312
PAY53844475,2024-07-28,1376.65,Bank Transfer,Successful,POL43978572
PAY45153437,2023-08-30,1273.32,Cash,Successful,POL61267923
PAY70192995,2022-02-05,90.09,Credit Card,Failed,POL32669675
PAY20140629,2024-09-29,1280.41,Bank Transfer,Failed,POL77047263
PAY24029040,2023-07-29,910.83,Cash,Failed,POL02345359
PAY49197205,2023-08-13,326.19,Bank Transfer,Successful,POL39337647
PAY65810077,2023-05-13,131.42,Bank Transfer,Failed,POL60480382
PAY49219660,2023-09-27,642.36,Bank Transfer,Successful,POL60240212
PAY01905126,2023-06-17,1176.23,Cash,Failed,POL46375474
PAY43430059,2023-07-10,322.41,Bank Transfer,Successful,POL99490154
PAY17384352,2022-04-04,916.42,Bank Transfer,Successful,POL30800309
PAY51619226,2024-03-02,1234.3,Bank Transfer,Successful,POL90100383
PAY81818167,2023-08-05,1168.96,Cash,Failed,POL47409156
PAY57494354,2022-05-09,209.28,Bank Transfer,Failed,POL58924354
PAY74064953,2023-07-16,797.21,Credit Card,Failed,POL63605662
PAY55658496,2023-03-16,76.66,Credit Card,Failed,POL45410336
PAY06827646,2023-04-13,1205.15,Credit Card,Successful,POL34270146
PAY54321188,2023-01-13,747.99,Bank Transfer,Successful,POL38850914
PAY69378914,2024-02-09,816.52,Credit Card,Successful,POL17800247
PAY69678795,2024-03-02,1385.53,Credit Card,Successful,POL46278459
PAY62033849,2023-07-07,530.55,Cash,Successful,POL68966328
PAY64630075,2022-05-21,977.24,Credit Card,Successful,POL24708378
PAY51799214,2023-03-15,333.23,Bank Transfer,Failed,POL04572453
PAY31190803,2023-11-04,802.32,Credit Card,Successful,POL30062684
PAY41905716,2024-12-06,486.01,Bank Transfer,Failed,POL65738099
PAY87321816,2022-02-15,356.42,Bank Transfer,Failed,POL60009654
PAY20397038,2022-03-11,1046.92,Credit Card,Failed,POL91258845
PAY29293519,2022-06-02,1352.79,Cash,Failed,POL22606184
PAY25917270,2024-04-21,793.06,Cash,Successful,POL73942123
PAY53430633,2024-07-24,835.32,Cash,Successful,POL70863328
PAY67377007,2022-07-20,433.1,Bank Transfer,Successful,POL61326572
PAY24544539,2024-07-16,399.7,Credit Card,Failed,POL91135744
PAY61310358,2024-02-06,1052.57,Cash,Failed,POL00986980
PAY14682443,2022-02-08,701.95,Credit Card,Successful,POL21603808
PAY66689706,2022-02-16,1184.33,Cash,Successful,POL67451011
PAY87675263,2022-03-28,1436.17,Cash,Failed,POL88450754
