Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID
AGT16502801,Pending,40,59,POL00994275
AGT15466674,Renewed,12,20,POL63571175
AGT75979047,Not Renewed,48,17,POL29685812
AGT67021100,Not Renewed,38,6,POL11444956
AGT97215039,Renewed,10,31,POL62192158
AGT91786886,Renewed,33,68,POL19587292
AGT33015436,Pending,5,50,POL22301304
AGT85952536,Renewed,48,30,POL25455063
AGT51823573,Pending,9,37,POL10635229
AGT93767974,Renewed,46,11,POL98472964
AGT53097643,Pending,42,79,POL05444985
AGT00412594,Renewed,37,14,POL00346770
AGT67301141,Pending,16,85,POL10547334
AGT18948381,Pending,17,94,POL52411181
AGT22474760,Pending,1,46,POL35189508
AGT21201549,Not Renewed,13,36,POL19885981
AGT53106428,Renewed,41,28,POL70622668
AGT13673056,Renewed,14,20,POL12811794
AGT37148310,Renewed,26,94,POL86559672
AGT15311888,Not Renewed,26,48,POL50223733
AGT24817559,Not Renewed,0,76,POL36595013
AGT16426869,Renewed,17,84,POL75843997
AGT95125488,Pending,41,27,POL89539579
AGT21680104,Not Renewed,26,81,POL33064834
AGT58926308,Not Renewed,3,19,POL76388033
AGT38445429,Renewed,35,51,POL80458341
AGT77257308,Not Renewed,4,65,POL32514074
AGT45429290,Renewed,9,86,POL71130458
AGT38447281,Not Renewed,25,19,POL74295287
AGT98193574,Renewed,40,44,POL66283142
AGT03893815,Pending,8,17,POL93274437
AGT81724012,Pending,23,39,POL23241143
AGT50833991,Not Renewed,32,99,POL73582345
AGT93629395,Pending,50,37,POL22496499
AGT24336071,Not Renewed,18,76,POL91516623
AGT74584805,Renewed,39,10,POL24716865
AGT39694828,Not Renewed,23,97,POL99941160
AGT72422447,Pending,33,82,POL29228697
AGT04029990,Pending,37,75,POL97030178
AGT35924166,Pending,31,62,POL92032315
AGT15989515,Renewed,0,39,POL08033487
AGT61048127,Not Renewed,27,41,POL83688461
AGT39597137,Not Renewed,24,77,POL42688275
AGT58933830,Pending,45,99,POL20270146
AGT50087054,Pending,44,16,POL20843719
AGT38030592,Not Renewed,25,6,POL78506700
AGT09819686,Renewed,28,18,POL93758442
AGT15247343,Pending,10,50,POL24987681
AGT80294331,Not Renewed,34,30,POL96246636
AGT78978044,Pending,33,57,POL31948487
AGT55600380,Not Renewed,23,47,POL33850550
AGT11053937,Renewed,50,61,POL21623003
AGT18157352,Pending,20,82,POL09566109
AGT43627793,Renewed,22,63,POL66161034
AGT74274071,Pending,41,93,POL67789029
AGT57446589,Renewed,38,63,POL81758339
AGT09544613,Renewed,10,97,POL53331618
AGT74506305,Not Renewed,14,10,POL41307729
AGT71336529,Pending,39,59,POL33299865
AGT18034573,Renewed,27,50,POL40752676
AGT00597275,Renewed,20,39,POL79429202
AGT89363280,Pending,36,91,POL22220595
AGT38800622,Pending,30,13,POL86063749
AGT37412040,Pending,41,3,POL76817780
AGT32233463,Renewed,31,56,POL73772747
AGT68535167,Renewed,32,60,POL16231917
AGT50533434,Not Renewed,23,83,POL94532652
AGT22823619,Pending,26,49,POL91190170
AGT22890087,Renewed,4,55,POL92547677
AGT42389825,Not Renewed,27,32,POL11415777
AGT35286853,Pending,10,66,POL54662210
AGT32528662,Not Renewed,0,30,POL50893138
AGT14819904,Pending,38,8,POL58922928
AGT44466760,Not Renewed,27,16,POL07408282
AGT99174279,Pending,44,41,POL58697691
AGT98323145,Renewed,32,56,POL14293644
AGT35939387,Renewed,19,6,POL84921954
AGT21004378,Not Renewed,14,30,POL75706298
AGT34295180,Not Renewed,2,96,POL49450017
AGT36949728,Not Renewed,42,12,POL04747372
AGT30319347,Renewed,13,26,POL23753951
AGT80749348,Pending,23,29,POL98798352
AGT47956245,Renewed,14,77,POL45453047
AGT81207821,Not Renewed,30,14,POL34029193
AGT20996244,Not Renewed,50,70,POL14622039
AGT87126729,Pending,5,74,POL35484461
AGT71763216,Renewed,4,70,POL19625007
AGT66350037,Not Renewed,6,63,POL68048439
AGT91886108,Renewed,36,37,POL97321987
AGT61126040,Not Renewed,50,97,POL07470252
AGT07601807,Renewed,28,33,POL80906414
AGT92467682,Not Renewed,17,86,POL83440343
AGT71348949,Not Renewed,2,74,POL92817192
AGT03473480,Pending,1,94,POL24735696
AGT99192729,Pending,28,22,POL56295315
AGT51660442,Pending,11,6,POL08536084
AGT73865634,Renewed,25,43,POL73506805
AGT35303040,Renewed,7,19,POL64655567
AGT70795160,Not Renewed,35,49,POL15357129
AGT85128664,Not Renewed,20,3,POL95333136
AGT05843797,Pending,46,62,POL92690680
AGT90067252,Not Renewed,6,38,POL73706161
AGT09342661,Pending,27,89,POL61367608
AGT26283585,Not Renewed,31,71,POL33328438
AGT65630419,Not Renewed,6,79,POL63077601
AGT65070882,Not Renewed,33,73,POL20742697
AGT05175722,Not Renewed,23,42,POL28263562
AGT60929565,Pending,14,94,POL07250865
AGT35766654,Pending,33,98,POL33910335
AGT55608553,Pending,3,94,POL41613938
AGT37710949,Renewed,11,80,POL56060343
AGT88135501,Renewed,32,100,POL17678286
AGT90225977,Pending,21,88,POL99884356
AGT54638243,Renewed,31,80,POL64233816
AGT85988777,Not Renewed,33,67,POL54191606
AGT07211934,Renewed,14,28,POL80364635
AGT93024661,Pending,16,24,POL27999053
AGT55657875,Renewed,46,94,POL68750121
AGT16480099,Renewed,24,73,POL63818909
AGT99893959,Renewed,26,50,POL51550482
AGT80411153,Pending,26,57,POL82889617
AGT42665660,Pending,2,71,POL28971853
AGT34742688,Not Renewed,30,81,POL36334787
AGT01335263,Pending,43,78,POL15506424
AGT39635790,Renewed,14,34,POL73122537
AGT14729748,Pending,7,5,POL82409345
AGT62005329,Renewed,39,30,POL19823419
AGT55579335,Not Renewed,32,71,POL91695176
AGT96879410,Pending,28,47,POL68099694
AGT03780850,Pending,34,68,POL62266023
AGT54895863,Renewed,2,74,POL43318024
AGT04260734,Not Renewed,36,9,POL18546067
AGT14787564,Renewed,40,27,POL43784976
AGT19442527,Renewed,38,84,POL21103923
AGT41820852,Renewed,47,38,POL92837863
AGT03359539,Pending,14,74,POL53750210
AGT72991877,Pending,8,57,POL74597020
AGT96173315,Pending,5,41,POL92351882
AGT55715373,Renewed,10,64,POL24459389
AGT63244107,Renewed,5,82,POL13218423
AGT99904888,Not Renewed,26,89,POL50086773
AGT88272277,Renewed,7,16,POL60541709
AGT17280931,Not Renewed,43,8,POL34052302
AGT57472486,Renewed,8,39,POL10236705
AGT68623643,Pending,17,47,POL19552952
AGT10274947,Renewed,42,87,POL30306030
AGT46809645,Not Renewed,6,32,POL96996235
AGT67071352,Not Renewed,6,14,POL78662239
AGT79163440,Pending,11,85,POL29271605
AGT96691845,Not Renewed,39,10,POL28002736
AGT22333726,Renewed,19,91,POL85156451
AGT04918313,Pending,33,88,POL40235413
AGT22280433,Renewed,49,27,POL01226871
AGT58700191,Renewed,43,21,POL04051225
AGT40135711,Not Renewed,24,89,POL04612795
AGT24811854,Renewed,2,61,POL17867504
AGT00393928,Pending,4,55,POL32327074
AGT01538154,Not Renewed,4,46,POL26404554
AGT76641755,Pending,39,59,POL14697961
AGT34416849,Renewed,49,52,POL36275848
AGT40349859,Pending,21,82,POL13985907
AGT36203921,Renewed,26,78,POL51851655
AGT22242430,Renewed,22,46,POL24187970
AGT94785024,Pending,34,61,POL99222365
AGT08984907,Not Renewed,15,55,POL55964099
AGT88160847,Renewed,12,24,POL30236803
AGT57795017,Renewed,1,22,POL14005154
AGT64734100,Renewed,4,20,POL26980875
AGT74898480,Not Renewed,3,85,POL87037802
AGT53645356,Renewed,48,62,POL31317905
AGT07969896,Renewed,0,12,POL75121871
AGT75725332,Pending,48,95,POL76278767
AGT44295378,Not Renewed,43,25,POL73257652
AGT08327843,Pending,18,24,POL09641433
AGT84695524,Pending,22,33,POL32459505
AGT95905567,Not Renewed,46,66,POL46550237
AGT53005543,Pending,25,76,POL88593471
AGT61779939,Not Renewed,33,79,POL87616796
AGT53700944,Renewed,31,5,POL53680608
AGT04229507,Renewed,44,50,POL13181377
AGT69222830,Pending,41,29,POL15636653
AGT22435679,Renewed,32,70,POL44476991
AGT38876336,Renewed,23,43,POL30619857
AGT09511466,Pending,43,67,POL23970822
AGT25026983,Not Renewed,25,21,POL61725675
AGT23050291,Not Renewed,32,19,POL11516583
AGT90864274,Not Renewed,29,22,POL27425814
AGT65700771,Renewed,11,17,POL49437324
AGT61554855,Renewed,9,4,POL12536451
AGT14709746,Not Renewed,3,66,POL84291987
AGT30398581,Pending,17,45,POL32942067
AGT01213263,Pending,27,57,POL15886204
AGT31432263,Renewed,46,5,POL29858612
AGT85783725,Not Renewed,41,7,POL78513544
AGT09675655,Pending,32,90,POL47222103
AGT02200839,Renewed,40,9,POL25708156
AGT00231418,Pending,6,80,POL41605006
AGT58252689,Not Renewed,21,49,POL25794151
AGT00257096,Pending,9,71,POL75540698
AGT79870918,Renewed,23,51,POL79812576
AGT43475435,Not Renewed,29,63,POL96627466
AGT23709346,Not Renewed,15,11,POL18134493
AGT88512728,Renewed,15,50,POL76432131
AGT67552843,Not Renewed,1,13,POL79051924
AGT86508144,Pending,31,45,POL90691357
AGT57343004,Pending,24,66,POL28778471
AGT06133507,Pending,18,38,POL73016380
AGT97857026,Renewed,10,6,POL53374047
AGT85433940,Not Renewed,12,35,POL73225608
AGT90726414,Renewed,14,78,POL96974246
AGT96655342,Renewed,38,63,POL14924574
AGT46287314,Not Renewed,40,91,POL42903965
AGT13703725,Renewed,33,89,POL95960706
AGT75996769,Renewed,29,5,POL61950574
AGT11309214,Renewed,31,12,POL08851218
AGT46476944,Pending,43,5,POL89077589
AGT33811594,Not Renewed,7,67,POL21637751
AGT00446436,Not Renewed,26,80,POL20698881
AGT15223147,Not Renewed,31,90,POL55748934
AGT38242528,Not Renewed,37,52,POL95603214
AGT16581143,Renewed,46,7,POL97852810
AGT08573974,Renewed,47,70,POL95259508
AGT85678288,Renewed,41,43,POL70372456
AGT82144561,Renewed,4,4,POL78473646
AGT68107880,Pending,30,2,POL81550647
AGT50091681,Pending,31,39,POL95538571
AGT67838470,Renewed,42,57,POL54792632
AGT03150235,Pending,17,23,POL51614389
AGT80610201,Renewed,42,69,POL93746729
AGT53627375,Not Renewed,30,85,POL39986645
AGT14457211,Renewed,34,62,POL63446191
AGT80133653,Not Renewed,42,52,POL90621293
AGT31442801,Renewed,37,87,POL06557000
AGT90621659,Pending,30,44,POL74630196
AGT95476068,Pending,2,96,POL80607251
AGT76769152,Renewed,11,46,POL84317936
AGT30758651,Not Renewed,29,71,POL61335300
AGT66152141,Not Renewed,39,79,POL32975893
AGT87773425,Renewed,7,88,POL37847781
AGT21183922,Renewed,40,53,POL29305592
AGT45137341,Pending,17,73,POL43533359
AGT71404529,Pending,33,4,POL94321832
AGT40778545,Not Renewed,26,26,POL97197934
AGT60460412,Not Renewed,26,28,POL87154495
AGT92383786,Not Renewed,8,76,POL12471063
AGT68333855,Pending,43,41,POL15278197
AGT70400645,Renewed,22,96,POL07509618
AGT42173074,Pending,31,60,POL82016751
AGT60201363,Not Renewed,17,69,POL87297483
AGT82068467,Not Renewed,30,58,POL93996885
AGT14822780,Pending,18,73,POL96567148
AGT04970507,Not Renewed,8,94,POL71968618
AGT13715260,Not Renewed,19,44,POL23145476
AGT25609530,Pending,28,31,POL01386021
AGT35967047,Renewed,41,9,POL23294354
AGT67804018,Not Renewed,26,23,POL33326034
AGT72187203,Not Renewed,15,32,POL94564854
AGT25865674,Pending,47,45,POL60645383
AGT66923585,Pending,4,80,POL15598942
AGT36913046,Not Renewed,8,61,POL43061696
AGT56217943,Renewed,10,37,POL29030221
AGT07591775,Pending,20,43,POL38108331
AGT19725610,Pending,49,52,POL39644432
AGT39758645,Renewed,34,61,POL89576605
AGT01972154,Renewed,12,25,POL02588835
AGT14433594,Renewed,49,64,POL64841687
AGT03739016,Not Renewed,14,55,POL42043650
AGT71928337,Pending,37,4,POL62636182
AGT86777320,Not Renewed,9,46,POL27279632
AGT60179301,Renewed,33,26,POL70823691
AGT65428722,Pending,13,91,POL96336690
AGT25320425,Pending,32,91,POL61653642
AGT91775349,Pending,4,13,POL80552860
AGT88732885,Renewed,30,21,POL59968630
AGT41624751,Pending,41,30,POL88583388
AGT92235965,Pending,44,30,POL59915049
AGT31686543,Renewed,32,70,POL17484037
AGT21785096,Not Renewed,47,82,POL84705908
AGT33716201,Not Renewed,39,32,POL89513880
AGT17326060,Not Renewed,13,60,POL97001754
AGT33379842,Renewed,21,7,POL51514265
AGT95605472,Not Renewed,0,10,POL66621880
AGT97314805,Pending,43,47,POL21697182
AGT03529932,Not Renewed,16,94,POL21259654
AGT37287894,Pending,3,6,POL08580196
AGT03550364,Renewed,35,28,POL63731012
AGT02262547,Not Renewed,48,28,POL78271323
AGT88114193,Pending,25,62,POL48926274
AGT02361245,Renewed,44,84,POL99664598
AGT90960138,Not Renewed,14,48,POL20384996
AGT41682329,Not Renewed,42,67,POL54693555
AGT22569115,Renewed,20,24,POL70838123
AGT60391195,Pending,16,4,POL68176363
AGT09529307,Pending,42,31,POL95217332
AGT96664995,Not Renewed,12,86,POL34252252
AGT24486850,Not Renewed,15,44,POL37389130
AGT10780986,Pending,40,98,POL07659221
AGT05958678,Pending,26,82,POL09607318
AGT61303725,Not Renewed,44,50,POL70067654
AGT40340103,Pending,5,9,POL16952291
AGT95083922,Pending,33,76,POL17608599
AGT60347583,Renewed,11,98,POL32615380
AGT16616199,Renewed,36,92,POL55902077
AGT86515849,Pending,19,1,POL43919084
AGT15219497,Pending,12,86,POL13714686
AGT51025245,Not Renewed,43,13,POL24379753
AGT74561168,Not Renewed,40,52,POL37273057
AGT09458153,Renewed,48,60,POL93648130
AGT99319134,Renewed,26,25,POL55835566
AGT43994510,Renewed,47,90,POL92681233
AGT09515236,Renewed,2,42,POL93664406
AGT39432830,Not Renewed,12,100,POL41653230
AGT10963377,Renewed,3,78,POL21555765
AGT11840076,Renewed,50,58,POL95423471
AGT64157525,Pending,28,83,POL11213350
AGT52696939,Renewed,37,55,POL96199552
AGT56005486,Not Renewed,5,99,POL87403086
AGT11573712,Renewed,30,87,POL89758388
AGT23025300,Renewed,42,1,POL85601999
AGT50641947,Renewed,43,24,POL50872071
AGT34553286,Renewed,5,63,POL23271527
AGT73903716,Not Renewed,32,73,POL75284988
AGT12377728,Pending,17,97,POL51039104
AGT70367372,Not Renewed,39,15,POL15247636
AGT88260581,Not Renewed,38,93,POL12056494
AGT95505249,Pending,24,99,POL21096529
AGT50943026,Renewed,45,62,POL29704529
AGT93593494,Renewed,49,5,POL22522651
AGT90078503,Renewed,44,71,POL40155736
AGT00652387,Not Renewed,10,12,POL29470118
AGT42573034,Renewed,23,38,POL87445905
AGT74040468,Pending,11,30,POL02926047
AGT44597561,Not Renewed,13,18,POL65656910
AGT92217466,Renewed,3,99,POL71504244
AGT03539544,Renewed,49,66,POL27988636
AGT45077191,Not Renewed,19,96,POL40320596
AGT36770106,Pending,18,71,POL07215641
AGT59588328,Pending,31,15,POL47838215
AGT42297949,Pending,21,74,POL10731593
AGT40756421,Renewed,23,2,POL92218615
AGT48289546,Renewed,48,80,POL37666205
AGT40479689,Not Renewed,45,62,POL69427919
AGT98548134,Pending,28,18,POL29993228
AGT00623750,Pending,46,97,POL65599191
AGT93991863,Renewed,49,22,POL77181254
AGT42981765,Renewed,44,50,POL86063737
AGT55545318,Not Renewed,14,51,POL32797362
AGT55751964,Pending,37,79,POL55669531
AGT84069946,Not Renewed,43,33,POL46471813
AGT29845520,Renewed,10,2,POL88939941
AGT59147879,Renewed,49,28,POL64074481
AGT39964352,Renewed,48,55,POL21075384
AGT98588610,Not Renewed,12,31,POL08139860
AGT97219225,Renewed,39,64,POL55647153
AGT13532913,Pending,28,25,POL28972573
AGT51942151,Pending,12,98,POL10536970
AGT69565975,Not Renewed,42,27,POL81591533
AGT56173374,Pending,16,48,POL02394133
AGT16286294,Not Renewed,3,80,POL19065185
AGT69133528,Renewed,7,65,POL00505647
AGT10728438,Pending,2,20,POL77615457
AGT76262929,Renewed,30,3,POL74071022
AGT06992279,Renewed,25,68,POL41379408
AGT74293002,Not Renewed,4,52,POL12475138
AGT99625729,Renewed,40,62,POL74496346
AGT69616013,Pending,2,49,POL04837231
AGT15200165,Renewed,12,6,POL05660651
AGT77866261,Not Renewed,35,65,POL89719894
AGT26221449,Renewed,8,35,POL96170199
AGT98838305,Renewed,24,85,POL41060251
AGT23344170,Not Renewed,34,31,POL18868459
AGT88948030,Not Renewed,32,42,POL32621380
AGT27751108,Not Renewed,39,25,POL40612562
AGT38615209,Not Renewed,34,77,POL08724015
AGT33658631,Renewed,37,15,POL50628119
AGT14439400,Renewed,44,97,POL14320642
AGT16171276,Renewed,11,68,POL76419582
AGT97696310,Not Renewed,33,10,POL41060024
AGT82948644,Renewed,11,28,POL26018976
AGT98202723,Not Renewed,5,11,POL64571358
AGT54364363,Renewed,32,98,POL48601537
AGT99813352,Pending,27,19,POL42310944
AGT95015644,Pending,49,61,POL69162371
AGT14829213,Renewed,42,20,POL01286767
AGT17058955,Renewed,24,35,POL64810571
AGT34561941,Renewed,4,1,POL89122177
AGT97763161,Renewed,5,30,POL79694527
AGT03024497,Renewed,30,65,POL69697487
AGT86962471,Pending,4,51,POL03258103
AGT32223804,Pending,30,7,POL60442059
AGT69563556,Pending,47,42,POL42381985
AGT88853601,Renewed,20,74,POL18573494
AGT84930544,Not Renewed,3,20,POL26556756
AGT79182956,Not Renewed,46,82,POL41122818
AGT37027754,Not Renewed,33,54,POL51196030
AGT58255298,Not Renewed,40,95,POL22971583
AGT13987561,Renewed,15,60,POL83860935
AGT22307952,Not Renewed,39,9,POL50249567
AGT81892637,Renewed,40,56,POL14375440
AGT88579352,Not Renewed,49,41,POL30790566
AGT04681471,Renewed,37,63,POL29207851
AGT27145927,Not Renewed,29,2,POL06264444
AGT72019617,Not Renewed,49,86,POL40546562
AGT46738422,Renewed,28,94,POL54888103
AGT03505997,Not Renewed,35,60,POL10270922
AGT15941943,Not Renewed,10,47,POL00988998
AGT67835446,Not Renewed,42,92,POL38068729
AGT47138586,Pending,4,34,POL59133003
AGT22736575,Pending,27,75,POL75460780
AGT05930239,Renewed,15,71,POL27371029
AGT86206467,Renewed,32,20,POL23926738
AGT68461915,Pending,15,82,POL70529223
AGT83095565,Not Renewed,3,33,POL37551406
AGT05443461,Renewed,47,84,POL32023528
AGT19480227,Pending,26,74,POL72160621
AGT12091525,Pending,7,50,POL06742969
AGT25854131,Renewed,23,62,POL96459344
AGT76167924,Not Renewed,29,14,POL39463277
AGT15559919,Not Renewed,19,14,POL94843890
AGT87580357,Pending,50,58,POL68032532
AGT04369785,Not Renewed,41,43,POL32652128
AGT84665111,Pending,50,46,POL96157939
AGT88828795,Not Renewed,5,1,POL44693402
AGT00195621,Pending,19,55,POL00574978
AGT00900445,Not Renewed,0,43,POL81088577
AGT16144117,Pending,21,90,POL87905050
AGT53472540,Not Renewed,15,95,POL31410779
AGT59582264,Renewed,4,96,POL68966328
AGT01391548,Pending,45,90,POL94833136
AGT66406073,Renewed,2,15,POL89072031
AGT85645743,Not Renewed,42,95,POL27953445
AGT27568603,Pending,39,59,POL55696704
AGT00615369,Pending,27,26,POL65580473
AGT54025424,Renewed,13,84,POL94995920
AGT04892962,Not Renewed,44,23,POL61860863
AGT76409795,Not Renewed,32,90,POL76497051
AGT38503130,Not Renewed,13,37,POL43899916
AGT71464436,Not Renewed,0,67,POL07269775
AGT45682596,Not Renewed,50,72,POL28055319
AGT87648672,Pending,34,29,POL88351498
AGT17681629,Pending,38,8,POL06589548
AGT02142510,Renewed,10,96,POL62975381
AGT31652849,Renewed,6,45,POL50109489
AGT56250166,Renewed,23,55,POL25608418
AGT31869423,Renewed,26,72,POL99316807
AGT92373562,Renewed,22,57,POL92010461
AGT71602352,Pending,12,37,POL50049784
AGT12532908,Pending,45,5,POL33870558
AGT11760013,Renewed,18,67,POL43491977
AGT27774618,Pending,44,60,POL04292509
AGT80450529,Pending,1,51,POL46854122
AGT93060680,Pending,36,27,POL72720820
AGT69258831,Not Renewed,3,80,POL35635488
AGT79442434,Pending,31,72,POL07837542
AGT92826777,Renewed,27,69,POL36469659
AGT77173574,Renewed,8,70,POL34373487
AGT07210536,Not Renewed,20,17,POL68508137
AGT77634289,Pending,37,84,POL02435283
AGT13962658,Not Renewed,47,55,POL90026069
AGT30744195,Pending,19,96,POL73247469
AGT88140992,Renewed,9,72,POL12707693
AGT72317886,Renewed,20,26,POL31865352
AGT41282312,Renewed,2,34,POL43817285
AGT30488588,Renewed,49,13,POL31617311
AGT60855997,Renewed,11,56,POL58266398
AGT59089359,Pending,5,56,POL94555399
AGT66703675,Not Renewed,33,14,POL65809589
AGT46597184,Pending,44,36,POL09199923
AGT00003298,Not Renewed,24,71,POL18831547
AGT65390322,Not Renewed,6,97,POL51866369
AGT79303755,Not Renewed,9,66,POL08325136
AGT85094742,Renewed,14,87,POL66239036
AGT52585127,Renewed,14,29,POL76924114
AGT27371721,Not Renewed,40,21,POL28023746
AGT66430440,Pending,16,53,POL97255988
AGT46245679,Pending,48,14,POL52716316
AGT05520638,Renewed,2,89,POL35246702
AGT06492320,Pending,4,39,POL83014329
AGT30079164,Not Renewed,9,64,POL43969785
AGT69498005,Pending,29,8,POL80109772
AGT76007877,Renewed,8,44,POL51034988
AGT30032184,Not Renewed,28,11,POL33977553
AGT01402262,Pending,35,44,POL32232315
AGT38241324,Renewed,31,44,POL88297465
AGT99970864,Renewed,30,50,POL65886871
AGT95533645,Pending,33,92,POL29130191
AGT12626190,Not Renewed,10,62,POL32660341
AGT73151407,Not Renewed,47,78,POL62023748
AGT51769763,Pending,9,89,POL78823556
AGT43689014,Renewed,48,4,POL55433362
AGT72997208,Pending,1,46,POL55190286
AGT08175954,Pending,20,38,POL44326317
AGT27380971,Renewed,13,31,POL79056359
AGT22685441,Not Renewed,29,5,POL92452713
AGT62629870,Renewed,48,99,POL20995178
AGT54222009,Not Renewed,16,95,POL64918904
AGT47736672,Pending,17,21,POL32870839
AGT55004267,Not Renewed,35,63,POL69068296
AGT73491876,Renewed,16,99,POL02135701
AGT72375315,Renewed,6,41,POL99383000
AGT84990958,Pending,1,20,POL81927332
AGT46756656,Not Renewed,19,58,POL81678751
AGT61101687,Not Renewed,42,24,POL54732626
AGT07083868,Pending,48,29,POL63222732
AGT97747333,Renewed,20,54,POL87674982
AGT11883876,Renewed,42,8,POL02376824
AGT69925939,Not Renewed,16,94,POL90422168
AGT72237364,Renewed,17,23,POL90242414
AGT97882436,Pending,48,44,POL16838069
AGT38741728,Not Renewed,44,39,POL96011634
AGT11878193,Not Renewed,9,37,POL68446271
AGT03161643,Renewed,24,61,POL03389075
AGT34232602,Renewed,4,18,POL27980219
AGT89816035,Not Renewed,35,71,POL32547162
AGT40501337,Renewed,33,57,POL05625856
AGT13739011,Not Renewed,22,21,POL66769688
AGT86758480,Not Renewed,7,1,POL04791479
AGT74943599,Renewed,24,84,POL73394070
AGT95364380,Not Renewed,0,37,POL03688805
AGT20292935,Pending,45,35,POL45324469
AGT08923567,Renewed,26,21,POL61430954
AGT26555591,Pending,22,18,POL83051800
AGT66971892,Not Renewed,21,42,POL55660947
AGT40497648,Pending,46,53,POL03500501
AGT94482498,Renewed,28,60,POL96527583
AGT37213701,Renewed,6,99,POL53072470
AGT62507987,Pending,18,13,POL83180602
AGT60238438,Pending,43,94,POL98697477
AGT20764077,Not Renewed,0,13,POL08242305
AGT96296236,Renewed,47,23,POL04929943
AGT41912334,Pending,21,88,POL20158897
AGT04112463,Pending,28,28,POL35206157
AGT91779921,Pending,26,68,POL12389694
AGT72510529,Not Renewed,9,35,POL22879421
AGT70749147,Pending,36,34,POL13079535
AGT32388350,Pending,29,85,POL88358873
AGT90963317,Renewed,40,81,POL84960859
AGT61874125,Pending,0,36,POL20769779
AGT98068227,Not Renewed,28,63,POL71198375
AGT62470289,Pending,9,49,POL26355059
AGT29471451,Renewed,18,60,POL51258624
AGT22551056,Not Renewed,2,38,POL67611471
AGT65968945,Pending,37,33,POL87122586
AGT70132967,Renewed,3,99,POL88929117
AGT94830688,Renewed,42,59,POL86890782
AGT13344905,Renewed,28,68,POL25662324
AGT41091244,Pending,10,92,POL78735988
AGT37963681,Not Renewed,46,27,POL35313589
AGT67184405,Not Renewed,46,96,POL87523514
AGT83565783,Pending,32,59,POL05159511
AGT00602764,Not Renewed,37,33,POL94744561
AGT40395700,Not Renewed,11,10,POL62805195
AGT34466724,Not Renewed,4,32,POL92268094
AGT00737075,Pending,15,95,POL32398329
AGT47730219,Not Renewed,1,52,POL38398875
AGT70718506,Not Renewed,21,54,POL13591287
AGT86813500,Renewed,8,67,POL38734487
AGT91526876,Pending,18,44,POL12885536
AGT06787341,Renewed,23,60,POL05706478
AGT86052504,Renewed,6,83,POL74477795
AGT24032538,Renewed,17,47,POL01538534
AGT73179312,Not Renewed,17,9,POL47766482
AGT71295835,Renewed,30,60,POL52508066
AGT30715363,Renewed,19,69,POL50064948
AGT40986483,Pending,15,72,POL64331306
AGT89724743,Not Renewed,2,98,POL87933513
AGT81507245,Pending,6,75,POL26384700
AGT50734396,Not Renewed,26,29,POL92024159
AGT81512530,Not Renewed,24,7,POL09869400
AGT87394247,Pending,12,73,POL79617161
AGT54372542,Not Renewed,11,9,POL57718786
AGT27477126,Renewed,47,3,POL87258705
AGT77520533,Renewed,14,34,POL88392723
AGT35815082,Renewed,16,42,POL29239310
AGT60511556,Pending,14,91,POL93108727
AGT21544281,Renewed,2,41,POL98453237
AGT74901931,Not Renewed,13,60,POL77268137
AGT06147553,Not Renewed,20,9,POL10292870
AGT54660984,Pending,30,98,POL12826359
AGT47331302,Pending,48,2,POL20325916
AGT21597804,Not Renewed,10,3,POL73952203
AGT10321048,Not Renewed,17,17,POL48606584
AGT04826188,Renewed,3,22,POL53051476
AGT88552113,Renewed,36,100,POL86921629
AGT59464558,Renewed,46,63,POL76080858
AGT58732933,Renewed,7,43,POL14019439
AGT57885936,Renewed,32,17,POL30688000
AGT46463956,Pending,29,33,POL63085771
AGT58378101,Renewed,8,76,POL91208117
AGT95251958,Pending,33,43,POL77974715
AGT66603712,Pending,41,81,POL74225904
AGT09336743,Not Renewed,26,3,POL50294961
AGT91508577,Pending,50,21,POL12558722
AGT42195198,Not Renewed,20,22,POL24029691
AGT96387756,Not Renewed,50,93,POL45060689
AGT91026202,Renewed,46,9,POL44856684
AGT28550877,Renewed,9,73,POL43615324
AGT18338674,Renewed,14,24,POL10208981
AGT04366917,Renewed,1,21,POL00380860
AGT67446533,Not Renewed,4,53,POL37533829
AGT69399540,Renewed,2,94,POL09975061
AGT41909369,Pending,44,84,POL75133618
AGT20011845,Not Renewed,26,15,POL11470668
AGT59156596,Pending,16,53,POL98975002
AGT14510456,Not Renewed,16,31,POL08392852
AGT75039905,Not Renewed,14,25,POL09390236
AGT94127466,Pending,27,68,POL12087237
AGT59926603,Renewed,32,45,POL16045417
AGT08756029,Pending,31,46,POL43090957
AGT74327826,Pending,22,90,POL76509626
AGT46027126,Pending,6,14,POL56816582
AGT96266695,Pending,48,30,POL06918749
AGT43733906,Pending,18,37,POL40620647
AGT50946500,Renewed,42,31,POL82003427
AGT24073449,Pending,20,86,POL02103764
AGT22354139,Not Renewed,28,100,POL73302460
AGT24845974,Pending,29,73,POL36259700
AGT81983266,Not Renewed,15,87,POL61913458
AGT15560664,Renewed,13,83,POL80932118
AGT42600032,Pending,0,41,POL12700129
AGT82523171,Not Renewed,38,87,POL18021070
AGT92184002,Pending,49,84,POL02405593
AGT65829451,Not Renewed,33,34,POL15567639
AGT23203089,Not Renewed,12,78,POL67846790
AGT85009986,Pending,45,7,POL37350059
